Light's Justice*Consecration*Consecration*Hammer of Wrath*Earthen Ring Farseer*Earthen Ring Farseer*Booty Bay Bodyguard*Razorfen Hunter*Frostwolf Warlord*The Black Knight*Young Priestess*Worgen Infiltrator*Sunwalker*Crazed Alchemist*Pint-Sized Summoner*Pint-Sized Summoner*Coldlight Seer*Emperor Cobra*Aldor Peacekeeper*Tirion Fordring*Tauren Warrior*Raging Worgen*Murloc Warleader*Nozdormu*Alexstrasza*Imp Master*Mana Wraith*Wild Pyromancer*Millhouse Manastorm*Stampeding Kodo*
GPUID:1-0 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:2.54366564737628E-13& turns:15 and average time of game (hh:mm:ss) = 00:00:04Time taken:00:00:04
GPUID:1-1 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:3.77513454413658E-11& turns:10 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:1-10 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.38879438647711E-11& turns:18 and average time of game (hh:mm:ss) = 00:00:04Time taken:00:00:04
GPUID:1-11 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.982013790037908& turns:22 and average time of game (hh:mm:ss) = 00:00:17Time taken:00:00:17
GPUID:1-12 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:3.05902226925625E-07& turns:23 and average time of game (hh:mm:ss) = 00:00:10Time taken:00:00:10
GPUID:1-13 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.38879438647711E-11& turns:23 and average time of game (hh:mm:ss) = 00:00:10Time taken:00:00:10
GPUID:1-14 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999168471972& turns:26 and average time of game (hh:mm:ss) = 00:00:13Time taken:00:00:13
GPUID:1-15 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:0.000911051194400645& turns:25 and average time of game (hh:mm:ss) = 00:00:09Time taken:00:00:09
GPUID:1-16 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999694097773& turns:19 and average time of game (hh:mm:ss) = 00:00:09Time taken:00:00:09
GPUID:1-17 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:2.54366564737628E-13& turns:16 and average time of game (hh:mm:ss) = 00:00:07Time taken:00:00:07
GPUID:1-18 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.38879438647711E-11& turns:17 and average time of game (hh:mm:ss) = 00:00:08Time taken:00:00:08
GPUID:1-19 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999983298578152& turns:21 and average time of game (hh:mm:ss) = 00:00:06Time taken:00:00:06
GPUID:1-2 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:3.44247710846986E-14& turns:13 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:1-20 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999983298578152& turns:21 and average time of game (hh:mm:ss) = 00:00:10Time taken:00:00:10
GPUID:1-21 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999994397204& turns:19 and average time of game (hh:mm:ss) = 00:00:08Time taken:00:00:08
GPUID:1-22 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999694097773& turns:15 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:1-23 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999168471972& turns:23 and average time of game (hh:mm:ss) = 00:00:12Time taken:00:00:12
GPUID:1-24 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.952574126822433& turns:20 and average time of game (hh:mm:ss) = 00:00:16Time taken:00:00:16
GPUID:1-3 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999958600625& turns:20 and average time of game (hh:mm:ss) = 00:00:08Time taken:00:00:08
GPUID:1-4 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999887464838& turns:24 and average time of game (hh:mm:ss) = 00:00:20Time taken:00:00:20
GPUID:1-5 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:7.58256042216238E-10& turns:18 and average time of game (hh:mm:ss) = 00:00:04Time taken:00:00:04
GPUID:1-6 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999664649869534& turns:25 and average time of game (hh:mm:ss) = 00:00:09Time taken:00:00:09
GPUID:1-7 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:5.60279640614594E-09& turns:26 and average time of game (hh:mm:ss) = 00:00:09Time taken:00:00:09
GPUID:1-8 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:0.119202922022118& turns:29 and average time of game (hh:mm:ss) = 00:00:14Time taken:00:00:14
GPUID:1-9 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.982013790037908& turns:23 and average time of game (hh:mm:ss) = 00:00:09Time taken:00:00:09
GPUID:10-0 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.87952881653555E-12& turns:15 and average time of game (hh:mm:ss) = 00:00:06Time taken:00:00:06
GPUID:10-1 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999997739675702& turns:21 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:10-10 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:7.58256042216238E-10& turns:22 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:10-11 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999999994891& turns:25 and average time of game (hh:mm:ss) = 00:00:15Time taken:00:00:15
GPUID:10-12 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999694097773& turns:22 and average time of game (hh:mm:ss) = 00:00:07Time taken:00:00:07
GPUID:10-13 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.02618796306488E-10& turns:17 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:10-14 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999983298578152& turns:18 and average time of game (hh:mm:ss) = 00:00:07Time taken:00:00:07
GPUID:10-15 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:9.3576229688393E-14& turns:19 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:10-16 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:2.0611536181902E-09& turns:23 and average time of game (hh:mm:ss) = 00:00:18Time taken:00:00:18
GPUID:10-17 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:3.44247710846986E-14& turns:13 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:10-18 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.731058578630005& turns:28 and average time of game (hh:mm:ss) = 00:00:12Time taken:00:00:12
GPUID:10-19 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999999241744& turns:13 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:10-2 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:9.3576229688393E-14& turns:13 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:10-20 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999088948805599& turns:21 and average time of game (hh:mm:ss) = 00:00:06Time taken:00:00:06
GPUID:10-21 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.993307149075715& turns:21 and average time of game (hh:mm:ss) = 00:00:10Time taken:00:00:10
GPUID:10-22 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999694097773& turns:23 and average time of game (hh:mm:ss) = 00:00:08Time taken:00:00:08
GPUID:10-23 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999993855825398& turns:18 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:10-24 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999887464838& turns:21 and average time of game (hh:mm:ss) = 00:00:07Time taken:00:00:07
GPUID:10-25 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.38879438647711E-11& turns:17 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:10-26 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999168471972& turns:22 and average time of game (hh:mm:ss) = 00:00:07Time taken:00:00:07
GPUID:10-27 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:5.10908902803722E-12& turns:16 and average time of game (hh:mm:ss) = 00:00:06Time taken:00:00:06
GPUID:10-28 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.52299795127603E-08& turns:21 and average time of game (hh:mm:ss) = 00:00:08Time taken:00:00:08
GPUID:10-29 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:3.44247710846986E-14& turns:15 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:10-3 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:2.54366564737628E-13& turns:21 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:10-30 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.52299795127603E-08& turns:21 and average time of game (hh:mm:ss) = 00:00:11Time taken:00:00:11
GPUID:10-31 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999999721053& turns:10 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:10-4 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999958600625& turns:17 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:10-5 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.993307149075715& turns:18 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:10-6 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.982013790037908& turns:24 and average time of game (hh:mm:ss) = 00:00:11Time taken:00:00:11
GPUID:10-7 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.02618796306488E-10& turns:12 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:10-8 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999984770021& turns:18 and average time of game (hh:mm:ss) = 00:00:07Time taken:00:00:07
GPUID:10-9 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999664649869534& turns:22 and average time of game (hh:mm:ss) = 00:00:08Time taken:00:00:08
GPUID:11-0 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999993855825398& turns:19 and average time of game (hh:mm:ss) = 00:00:11Time taken:00:00:11
GPUID:11-1 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999999999309& turns:17 and average time of game (hh:mm:ss) = 00:00:04Time taken:00:00:04
GPUID:11-10 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999664649869534& turns:20 and average time of game (hh:mm:ss) = 00:00:06Time taken:00:00:06
GPUID:11-11 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999088948805599& turns:19 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:11-12 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:2.26032429790357E-06& turns:18 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:11-13 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:9.3576229688393E-14& turns:15 and average time of game (hh:mm:ss) = 00:00:07Time taken:00:00:07
GPUID:11-14 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:2.78946809209081E-10& turns:12 and average time of game (hh:mm:ss) = 00:00:01Time taken:00:00:01
GPUID:11-15 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:0.268941421369995& turns:24 and average time of game (hh:mm:ss) = 00:00:09Time taken:00:00:09
GPUID:11-16 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.67014218480952E-05& turns:17 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:11-17 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.12535162055095E-07& turns:20 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:11-18 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.993307149075715& turns:20 and average time of game (hh:mm:ss) = 00:00:08Time taken:00:00:08
GPUID:11-19 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999694097773& turns:22 and average time of game (hh:mm:ss) = 00:00:12Time taken:00:00:12
GPUID:11-2 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999168471972& turns:26 and average time of game (hh:mm:ss) = 00:00:12Time taken:00:00:12
GPUID:11-20 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:2.0611536181902E-09& turns:19 and average time of game (hh:mm:ss) = 00:00:04Time taken:00:00:04
GPUID:11-21 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:4.13993754739433E-08& turns:14 and average time of game (hh:mm:ss) = 00:00:06Time taken:00:00:06
GPUID:11-22 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999999241744& turns:13 and average time of game (hh:mm:ss) = 00:00:04Time taken:00:00:04
GPUID:11-23 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.2664165549094E-14& turns:14 and average time of game (hh:mm:ss) = 00:00:02Time taken:00:00:02
GPUID:11-24 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:6.91440010693542E-13& turns:16 and average time of game (hh:mm:ss) = 00:00:06Time taken:00:00:06
GPUID:11-25 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999694097773& turns:18 and average time of game (hh:mm:ss) = 00:00:05Time taken:00:00:05
GPUID:11-26 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.38879438647711E-11& turns:15 and average time of game (hh:mm:ss) = 00:00:06Time taken:00:00:06
GPUID:11-27 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.982013790037908& turns:36 and average time of game (hh:mm:ss) = 00:00:17Time taken:00:00:17
GPUID:11-28 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:0.00669285092428486& turns:24 and average time of game (hh:mm:ss) = 00:00:09Time taken:00:00:09
GPUID:11-29 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:2.26032429790357E-06& turns:18 and average time of game (hh:mm:ss) = 00:00:06Time taken:00:00:06
GPUID:11-3 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:2.54366564737628E-13& turns:13 and average time of game (hh:mm:ss) = 00:00:04Time taken:00:00:04
GPUID:11-30 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.87952881653555E-12& turns:15 and average time of game (hh:mm:ss) = 00:00:03Time taken:00:00:03
GPUID:11-31 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999997739675702& turns:15 and average time of game (hh:mm:ss) = 00:00:04Time taken:00:00:04
GPUID:11-4 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999664649869534& turns:24 and average time of game (hh:mm:ss) = 00:00:15Time taken:00:00:15
GPUID:11-5 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999954602131298& turns:22 and average time of game (hh:mm:ss) = 00:00:09Time taken:00:00:09
GPUID:11-6 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:2.78946809209081E-10& turns:18 and average time of game (hh:mm:ss) = 00:00:04Time taken:00:00:04
GPUID:11-7 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:0.00669285092428486& turns:24 and average time of game (hh:mm:ss) = 00:00:11Time taken:00:00:11
GPUID:11-8 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.02618796306488E-10& turns:23 and average time of game (hh:mm:ss) = 00:00:12Time taken:00:00:12
GPUID:11-9 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: LOST / Player2:WONhealthdiff:1.87952881653555E-12& turns:17 and average time of game (hh:mm:ss) = 00:00:04Time taken:00:00:04
GPUID:12-0 Game Deck:0: start player=RehHausZuckFuchsPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.993307149075715& turns:22 and average time of game (hh:mm:ss) = 00:00:12Time taken:00:00:12
GPUID:12-1 Game Deck:0: start player=FitzVonGeraldPaladin, Game: {game.State}, Player1: WON / Player2:LOSThealthdiff:0.999999999241744& turns:15 and average time of game (hh:mm:ss) = 00:00:06Time taken:00:00:06
